id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valance,tempo
6e2q1I8aq1bhNlructWgta,0.449,0.292,0,-7.09,1,0.0321,0.809,0,0.16,0.289,131.119
1Rlm9CnGxCGIoW5BXzE19T,0.535,0.449,7,-6.014,1,0.0272,0.845,0,0.126,0.301,139.724
3zOwzIIyKYZPdRmi0MIapT,0.498,0.454,8,-8.072,0,0.0396,0.71,0,0.111,0.228,135.211
1kqDfjZwReaIeiIU4BXFKy,0.478,0.763,4,-3.96,1,0.196,0.541,0,0.175,0.57,199.823
6KuHjfXHkfnIjdmcIvt9r0,0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048
19fhOFi6pNGeZe5uiFlm7c,0.715,0.722,5,-4.62,1,0.0348,0.197,0,0.114,0.522,89.995
3GHtEaicELsTViK08EXEQQ,0.615,0.858,0,-3.3,1,0.0396,0.00393,0,0.0789,0.323,97.038
7lqkNvVxJdYDCSAwSJNzHs,0.563,0.513,5,-5.13,1,0.0259,0.00786,0,0.154,0.428,82.959
1ufzYHMgqbG4LYpdzAdTZE,0.585,0.708,7,-5.976,1,0.0294,0.0107,0.00264,0.08,0.906,115.972
38oLPJMvxkUflwj1Si2Fks,0.605,0.714,1,-6.835,1,0.0485,0.0845,0,0.0907,0.28,133.899
4oxRCKWh0a8OgIFnzOYwKg,0.314,0.524,0,-8.496,1,0.0346,0.301,0.0913,0.249,0.433,177.035
1mbwn8we8s6PkKIsQq4ca2,0.741,1.0,8,-1.507,0,0.0426,0.061,9.59e-06,0.0683,0.969,134.979
2ZBwrKf491fLO9KmndyT8y,0.652,0.945,5,-3.355,1,0.0432,0.403,0,0.319,0.717,106.988
04TshWXkhV1qkqHzf31Hn6,0.525,0.646,11,-4.963,1,0.0268,0.304,0,0.297,0.373,86.957
4gxLDYnbnyNiUd6YrlmppO,0.789,0.55,1,-5.595,1,0.0392,0.202,0,0.337,0.698,93.984
7tGDXCPLpAScEwmqab9YZd,0.422,0.969,7,-0.824,1,0.0591,0.00585,0,0.533,0.496,92.524
1sIIlVrnPhrvmTrHtzM7tV,0.502,0.632,0,-4.612,1,0.0273,0.447,0,0.103,0.308,152.014
6nqfKM9JvQIiuAuzWZFvGW,0.773,0.363,4,-7.304,1,0.0383,0.814,0,0.103,0.774,119.994
1CPrkuipLCJH06r0prq4AL,0.71,0.523,1,-7.867,1,0.0287,0.256,0.000616,0.2,0.74,92.951
278JqkBGkjDovOYAwE8TW7,0.516,0.791,3,-1.927,1,0.0318,0.00345,0,0.141,0.48,96.921
4cXlM7IelyGNnaOiROPZqn,0.264,0.889,8,-3.494,1,0.0589,9.8e-06,0.0396,0.0857,0.492,118.977
5n5uyFpfopa4mNdSN0gTaH,0.4,0.602,7,-6.988,0,0.197,0.353,0,0.191,0.0964,74.142
1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992
4TihhtLHSnrokOGBeUzSPN,0.805,0.527,2,-5.715,1,0.0286,0.269,0,0.0979,0.622,127.005
4SFknyjLcyTLJFPKD2m96o,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032
4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0,0.126,0.574,108.107
1JO1xLtVc8mWhIoE3YaCL0,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175
4DWFSrNnZXow1aB96gByho,0.63,0.625,4,-8.407,1,0.0375,0.6,1.52e-05,0.24,0.887,122.504
7j1ABZOylWUPUIZTt5x6AL,0.315,0.356,0,-11.131,0,0.0407,0.762,1.67e-06,0.0671,0.491,181.588
7Ko8eQ58gmHF8m3drHGUZT,0.489,0.775,6,-11.057,1,0.0315,0.271,0.000754,0.152,0.939,124.335
0pYacDCZuRhcrwGUA5nTBe,0.676,0.869,1,-1.573,1,0.0423,0.115,0,0.132,0.594,120.029
4FeWr4OsidcJClBjUEBHWI,0.728,0.428,3,-7.368,0,0.0469,0.869,0,0.1,0.434,98.024
3hRMlpsBV8yC3kfRxVWBsX,0.764,0.505,0,-7.634,0,0.0546,0.84,0.00168,0.11,0.215,147.946
0FxShF2ad0XegLlZ4UPImP,0.487,0.718,9,-2.461,1,0.0274,0.314,3.09e-06,0.211,0.272,79.962
19zXHak5WsgyweythTLdL6,0.649,0.464,6,-6.241,0,0.0289,0.69,0,0.411,0.652,114.907
6a2mrVZRgv0NeongnE8RI0,0.647,0.922,11,-3.477,1,0.0436,0.0112,0,0.363,0.705,114.022
7sQMNzA2nWeCSflkdom8MT,0.719,0.828,7,-7.181,1,0.261,0.407,1.13e-06,0.0993,0.234,135.169
5A0ut5JjeNLgGaScBIRyBU,0.788,0.749,7,-3.959,1,0.0692,0.634,0,0.208,0.55,98.032
7d5ifJFh7asImLyxOohVUm,0.471,0.531,3,-5.681,0,0.0297,0.389,0,0.0959,0.193,75.02
2IZZqH4K02UIYg5EohpNHF,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973
3s0VQ9vdB0sSCIN8J2jEH7,0.577,0.323,5,-7.728,1,0.0315,0.773,0,0.11,0.24,99.959
5n368tNF47S70THlmpaGLf,0.388,0.546,8,-6.301,1,0.0528,0.899,3.83e-06,0.117,0.167,129.839
5AkyvofVWUqds8x1HHgDU9,0.351,0.29,0,-8.34,1,0.0296,0.792,0,0.312,0.337,143.88
3Ml2s37uS9jqRM2R3bfDiB,0.47,0.288,8,-9.434,1,0.0279,0.859,1.78e-05,0.103,0.153,133.25
0c7p9zHIrr4gzkIs3TrBCu,0.439,0.366,8,-9.378,1,0.0305,0.791,0.000232,0.158,0.14,119.721
75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274
7zsXy7vlHdItvUSH8EwQss,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943
0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284
0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897
4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
3qokU6oAQiynzPfQMfPbmR,0.743,0.708,10,-4.032,0,0.0571,0.0724,3.99e-06,0.342,0.686,107.95
3567eNX2L3RkkMkwspncMH,0.633,0.478,0,-5.571,1,0.0359,0.0115,0,0.103,0.692,159.951
2NeM9rfWo70KQej9GxeaoL,0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94
29OBQBdkEWYaE3YxVAT8KL,0.492,0.594,8,-4.403,0,0.0377,0.256,0,0.0759,0.304,123.768
3EXL31rPC35pLYdZ8fQz5P,0.757,0.425,2,-7.082,0,0.0349,0.676,4.22e-05,0.0701,0.453,123.976
0ihwGdHwixzUReFuGzTNQ5,0.366,0.263,9,-11.132,0,0.0291,0.818,2.66e-06,0.0885,0.196,58.929
6eLOyOwKUJvjN0f9equFf8,0.516,0.356,10,-13.442,1,0.0315,0.766,0.0187,0.116,0.199,74.995
74JVv1BW21zL5PK8dLsErj,0.525,0.684,7,-5.021,0,0.0335,0.0416,0.000299,0.107,0.225,129.986
18eoNBn1L1li2TvPa2DupB,0.642,0.87,7,-4.096,1,0.11,0.00205,0,0.129,0.73,119.987
5kcvBnt6DPX3AMEsCx1qDh,0.501,0.167,1,-14.061,1,0.0484,0.885,0,0.111,0.356,112.275
1SOClUWhOi8vHZYMz3GluK,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963
4JuJZzGcswQszYiKJSnC6i,0.389,0.277,7,-10.757,1,0.0323,0.698,0,0.0966,0.125,89.32
0vMI3AJPQMjytAu8XMWr65,0.61,0.59,11,-7.325,0,0.0362,0.694,2.32e-06,0.15,0.352,137.838
0elXIl26ZrovBULLTrEGK6,0.392,0.498,9,-7.63,0,0.117,0.665,0.000118,0.34,0.59,72.048
0JrodaFVB3keEja7U1PabP,0.476,0.685,11,-6.45,0,0.0396,0.0337,8.7e-05,0.109,0.382,143.827
7LJzs1Kr8kW3d6cFTCueNV,0.69,0.506,5,-9.326,0,0.0376,0.562,0.161,0.101,0.767,154.022
4f38RwYxPBNhdvng6rAqEA,0.748,0.704,5,-8.978,0,0.0637,0.175,0.00486,0.12,0.758,112.009
1ezFtClxTMcS2AotqjTZX5,0.565,0.255,7,-12.151,1,0.0322,0.792,2.07e-06,0.0986,0.121,110.015
0Zge2Kfo3Yd9JOGnAmVPbb,0.4,0.319,6,-11.121,1,0.227,0.432,0,0.373,0.51,63.716
3ntCrQpJpD4FkrBg4GS5sf,0.839,0.258,6,-13.188,1,0.0585,0.598,3.86e-05,0.117,0.21,126.052
1b77p3rYajfWgZOSDvuVBm,0.628,0.915,8,-2.333,1,0.0288,0.259,0,0.205,0.728,101.997
6sIx7Cn37DGEhjy9hBP8Gx,0.506,0.769,3,-5.326,1,0.0363,0.113,0,0.0828,0.536,154.044
7DyS11kB1YNrfDzQqtjmTh,0.66,0.576,3,-5.627,1,0.0363,0.0879,0,0.0599,0.561,80.978
6g93YtKKHU2H1qIqhLIL0Y,0.619,0.534,1,-5.974,1,0.0344,0.78,0,0.331,0.792,96.986
543jStmHR1VrSfpxmjUIn6,0.658,0.94,2,-2.427,1,0.0339,0.144,0,0.101,0.694,122.992
18nkY3pJTub8WwEGiQAGh4,0.69,0.815,11,-5.227,0,0.0426,0.0157,2.85e-06,0.0636,0.613,94.032
1xIytdeA5bfj2ONu4x9Mj3,0.523,0.5,1,-4.551,1,0.0262,0.034,0,0.105,0.468,78.015
7AIj86wFWqm7X1TZ2hzHwS,0.548,0.6,5,-5.049,1,0.0297,0.071,0,0.192,0.296,143.961
1m0RfmsLgUUf0AB1zyObXc,0.696,0.68,7,-6.908,0,0.0263,0.195,0,0.0833,0.737,133.958
47CcHKISaUPsK4QkO9ERFc,0.858,0.481,9,-3.649,1,0.104,0.391,0,0.128,0.773,107.96
29yUM7cyxQgVn9MfrJjCom,0.474,0.461,0,-6.292,0,0.0328,0.229,0,0.111,0.116,73.994
5mSXBQL8hpESqD8E6ksXwI,0.787,0.391,1,-5.39,1,0.0329,0.718,1.16e-06,0.184,0.597,121.945
5gkB40BDQE1CvtXpF6fcPm,0.866,0.37,1,-5.739,1,0.0327,0.597,0,0.117,0.841,94.018
6TD5xfffOnYHliuF1wzL6U,0.418,0.382,3,-7.778,1,0.0319,0.786,1.38e-06,0.386,0.261,163.878
2iTzIxM3EcXXnWYyqnwbZ6,0.328,0.397,5,-7.384,1,0.0293,0.89,1.03e-06,0.123,0.388,167.854
1AhfmrzSrDmOIstpRO9wTI,0.457,0.745,4,-4.014,1,0.0864,0.19,0,0.17,0.568,67.927
1hyyH6xSgtcgwpNOR9cX1t,0.492,0.4,7,-8.641,1,0.0366,0.768,0,0.098,0.334,66.883
3OxzteADDv79dESfPexzxr,0.697,0.463,5,-7.393,0,0.0331,0.541,0,0.416,0.363,109.996
6PrKZUXJPmBiobMN44yR8Y,0.134,0.474,9,-13.864,0,0.0518,0.826,0.58,0.195,0.133,98.854
18KmLp5bLpkB3PtvVysDYL,0.659,0.835,7,-4.345,1,0.024,0.0642,0.0427,0.123,0.378,97.009
2FHexlZenTsS3lsjUYHiDx,0.648,0.679,5,-3.959,1,0.0361,0.036,5.46e-06,0.127,0.484,118.67
14OxJlLdcHNpgsm4DRwDOB,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02
1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468
3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964
359HNzfOXhCMHB1pNKhyfH,0.576,0.671,2,-6.408,0,0.0474,0.0482,0,0.114,0.226,114.839
3QgxfoytTNxwebDu2ilQlo,0.323,0.405,11,-7.704,0,0.0319,0.826,0,0.0706,0.205,167.984
5ufJWxV5e2hp0xr7XNW2Eg,0.681,0.711,9,-4.306,1,0.0281,0.132,0,0.128,0.686,113.933
4aqlEGyczOYGzYZtLkrPuU,0.799,0.512,7,-6.201,0,0.0322,0.63,0.000141,0.105,0.404,128.018
69EwGs863aPS8olgCWtZ8J,0.632,0.349,1,-11.491,1,0.0309,0.597,0,0.0858,0.299,148.009
1WRTkAAByYdNhoTLIf49bV,0.594,0.452,9,-7.243,1,0.0472,0.634,1.59e-06,0.082,0.509,180.095
2pXmohBUnD5Li93sgpbPSg,0.675,0.746,8,-5.531,1,0.0288,0.12,0,0.121,0.533,99.99
2bPHxBNkKpnehnmEBYuW9n,0.531,0.416,5,-6.47,1,0.0542,0.704,0,0.106,0.321,174.788
4k80K0b6KZ2QjAYkXON7q6,0.597,0.919,7,-2.954,1,0.0439,0.000145,0,0.282,0.729,113.991
0O7O4sssbFxoNoB4QRGra1,0.565,0.563,10,-6.742,1,0.0496,0.741,0,0.226,0.319,147.905
3IcIIZMMS7UArJJPtEHXG8,0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443
09svEvkmTi9vw4kWRyBC6X,0.665,0.61,0,-7.655,0,0.0436,0.423,0,0.127,0.473,127.976
7kMfu3KUydmrFVGEAhjtyl,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964
3NxuezMdSLgt4OwHzBoUhL,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913
2zrhoHlFKxFTRF5aMyxMoQ,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036
1t2qYCAjUAoGfeFeoBlK51,0.52,0.915,2,-2.862,1,0.103,0.0618,0.000946,0.0856,0.5,90.069
26YNVqHuwAPeBVfDscTPds,0.353,0.729,3,-3.792,1,0.0453,0.332,0,0.306,0.277,184.067
7BoobGhD4x5K96Me0hqC8Q,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931
1vX1GBjvozsXvgEzKHp0HR,0.364,0.292,5,-11.929,1,0.0386,0.756,1.63e-05,0.301,0.194,115.36
3OsSb8LatkmXw0bfl1Wy2F,0.68,0.644,0,-6.804,1,0.0297,0.351,0,0.316,0.964,120.025
23f9p6WnYsxWkb6ZVHgkuV,0.846,0.707,0,-7.794,1,0.0777,0.279,0.341,0.0793,0.719,106.014
1beBjt5jgVy2kAR13wrdBp,0.704,0.76,0,-4.362,1,0.0451,0.287,0,0.164,0.676,114.023
6Gy46si3ZaGvax7REx24Dc,0.668,0.376,10,-5.744,1,0.0289,0.664,0,0.133,0.788,110.041
6hRrtheXDK4rQmpYjktSqY,0.363,0.295,6,-7.454,1,0.0327,0.887,1.37e-05,0.0826,0.313,134.207
62bOmKYxYg7dhrC6gH9vFn,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638
6wOlzyu9hqu4Tjk0kPNv6e,0.666,0.966,7,-4.454,1,0.0581,0.000691,0,0.36,0.63,111.044
7zJGpdk5IsogsdY64FW0fw,0.572,0.775,8,-2.627,1,0.048,0.434,0,0.0617,0.433,129.959
2wpI6HvYvXuuqbmLVQr9dD,0.634,0.486,0,-7.607,0,0.0376,0.558,0,0.0864,0.131,103.961
4J3WTxIHmgIzTHOiKhu6ic,0.64,0.584,5,-6.484,1,0.0243,0.582,0.000738,0.0905,0.161,92.024
3XZBpvWhHs9dEibklHdHJv,0.197,0.118,2,-19.473,1,0.0422,0.979,0.408,0.166,0.0491,93.844
22qGcCR1HoqbnWNDefIV5l,0.212,0.107,7,-19.041,0,0.0456,0.959,0.278,0.101,0.0535,93.673
0jgDzfzSneaRlSmvmw48YM,0.471,0.183,1,-7.897,1,0.0372,0.899,0,0.15,0.267,135.726
7dH0dpi751EoguDDg3xx6J,0.463,0.624,7,-5.118,1,0.0274,0.426,0,0.221,0.521,147.929
0h8bmpowc3WudDleF1fGXa,0.533,0.792,2,-3.657,0,0.0301,0.00816,1.01e-05,0.393,0.403,104.534
7xYVLg4RIqRQQYwlmi2H5u,0.978,0.846,6,-6.801,1,0.117,0.153,0.00157,0.102,0.798,128.038
1xaLJbuJr6efSW8MFA7vTu,0.707,0.675,2,-5.165,1,0.0336,0.27,0,0.332,0.859,140.048
4X5SAZ4JKejo2tPhvCJhZf,0.787,0.655,2,-6.252,1,0.0335,0.557,0,0.0867,0.674,95.006
3cGp1jXxLReLKz7QgVbWZR,0.392,0.894,2,-1.399,1,0.0459,0.351,0,0.349,0.644,185.869
3wS47sXPddjE6rbhU7u20w,0.574,0.594,2,-3.911,1,0.0295,0.601,0,0.0676,0.352,110.917
1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863
6pDvQuoG0AhHTdy7yWyvMG,0.673,0.444,4,-6.745,1,0.0279,0.502,0,0.0867,0.523,80.008
6HlfFOCN43Z875nrFYF6pJ,0.475,0.843,7,-2.987,1,0.234,0.176,0,0.0796,0.603,89.157
0HNIIJzAVqPXmUOZFx03Av,0.477,0.756,2,-3.986,1,0.0615,0.38,0,0.107,0.43,207.792
08Lw339w7ziPVRVq6B57fo,0.686,0.846,11,-3.997,1,0.0384,0.00182,7.6e-05,0.102,0.841,105.001
3xCHPowgMf0ZgXPxXHhUFX,0.745,0.845,11,-4.475,1,0.047,6.05e-05,0.634,0.121,0.86,105.027
70b5Sq3ePOu3Gqg0hjlOtR,0.354,0.411,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831
1eKB7VHL8NmM64993UY1rE,0.715,0.778,10,-1.956,0,0.0267,0.675,0,0.16,0.594,92.025
2PWCwuMCrDPmhNMMzvyaHW,0.394,0.374,0,-8.474,1,0.0306,0.872,0,0.09,0.403,146.121
0MT6mGfvx12IO11aH7GgUv,0.444,0.37,9,-9.156,1,0.0347,0.894,0,0.083,0.396,73.18
4scDhVhyGt7Iw52CcUeBIx,0.651,0.479,0,-7.182,1,0.0459,0.776,0,0.0959,0.445,133.586
6MowG7MRVgPfGlCMsXKMJ2,0.438,0.805,5,-4.284,0,0.0728,0.0115,0.000667,0.133,0.31,150.174
25R5Tdr4K7ENb6umHzdCXn,0.508,0.762,6,-4.217,0,0.0489,0.254,0.000122,0.108,0.444,99.963
2HjPj9WiQ252IIi9FhKYpR,0.535,0.864,3,-3.687,1,0.047,0.263,0,0.177,0.892,164.02
3kikZxz3Sg6lwG72ZLssIL,0.408,0.711,1,-3.455,1,0.0462,0.269,4.41e-06,0.111,0.288,80.389
4wcW9z2Gu9omwSfSHtTrTG,0.271,0.381,9,-8.794,0,0.0299,0.301,0,0.138,0.245,174.915
2mbkBgKN9DYITzFVqPNUNy,0.651,0.419,11,-5.155,1,0.159,0.76,0,0.131,0.688,117.846
7ysUBIYKrL7fYQwpXewxtw,0.678,0.567,11,-6.623,1,0.0248,0.187,0,0.115,0.477,96.039
7Fp8mHpz63tMzGqOeS0YPj,0.721,0.439,6,-11.997,0,0.0396,0.195,7.33e-05,0.442,0.604,176.783
5m6oe6saYJkVSbouNrNfUw,0.555,0.406,8,-6.238,1,0.0307,0.92,0,0.323,0.123,119.956
44UFK3c62FzOHSemTpz8ZM,0.406,0.191,4,-12.782,1,0.0304,0.902,0,0.229,0.204,128.497
3gA24lEklptBsBFWDeEbOh,0.359,0.454,11,-6.948,1,0.0348,0.636,3.25e-06,0.116,0.314,141.893
1KPoUmR0qX46Rs0Tm5GbyN,0.62,0.416,9,-5.899,1,0.0298,0.692,0,0.0702,0.225,120.028
6Cg4aBvl9tArRHFsbw94Yc,0.487,0.362,6,-6.594,1,0.0281,0.731,6.81e-06,0.0764,0.3,127.838
4KNzwYexLQsRxIvcRvBZ4T,0.403,0.188,2,-10.059,1,0.045,0.817,0,0.092,0.221,73.927
1vvwU1wVbzfuW29HTlHy4G,0.303,0.364,7,-5.804,1,0.0299,0.779,0,0.0828,0.187,174.791
3yWacnoBnM0lrzLmXAk44d,0.49,0.485,1,-6.632,1,0.0359,0.684,0,0.12,0.329,170.063
6nozDLxeL0TE4MS9GqYU1v,0.61,0.497,9,-9.88,1,0.0279,0.32,6.11e-05,0.0884,0.739,85.031
0hxiCHqAgJUMxLI5F619Mc,0.737,0.731,10,-3.193,0,0.0706,0.241,0,0.087,0.761,94.999
2CVChktEKBsM6v4IfdFU5k,0.654,0.434,8,-11.163,1,0.0665,0.837,0,0.216,0.223,109.069
1HlHNFMocPEp9xBsj4HSoU,0.706,0.404,4,-15.504,1,0.0376,0.916,0.93,0.0971,0.763,112.985
78X4y1yVS9Jydoe35f7Uf9,0.309,0.0131,8,-28.816,1,0.0406,0.993,0.957,0.137,0.202,74.172
2yQSlIvIfRD8pVcNbDhXNw,0.595,0.728,5,-4.919,0,0.0851,0.123,1.14e-06,0.104,0.427,166.098
2C0sdXFRzSeVERbPYwRocB,0.861,0.45,9,-11.951,1,0.0649,0.806,0,0.111,0.631,119.999
2vi7mKwVAYDM4OkiTOn8Ng,0.26,0.421,11,-7.05,0,0.033,0.747,0,0.138,0.405,175.632
1oACG26rFg4XwAkW5oGGUa,0.734,0.295,11,-8.598,1,0.889,0.636,0,0.0741,0.788,199.99
5W7NJWEW3mPzlePNrrn4Xb,0.236,0.208,0,-14.993,0,0.0339,0.924,0.947,0.116,0.462,187.164
6sDP4912wjwB7BJhbSnjS1,0.584,0.696,7,-3.836,1,0.0694,0.000728,0,0.184,0.699,137.112
4kf33kU0KAlkNBK9pNbYNU,0.399,0.767,2,-3.732,1,0.0328,0.0242,0,0.306,0.507,135.943
3BxWKCI06eQ5Od8TY2JBeA,0.57,0.821,2,-4.38,1,0.267,0.178,0,0.289,0.408,210.857
1ObOYXDka7BktQ7ueJsme0,0.887,0.554,1,-5.39,0,0.0405,0.761,0,0.172,0.675,98.028
3k7ikTNf1Ms0ZfTsoe9Blk,0.635,0.641,4,-6.39,0,0.0843,0.523,0,0.199,0.578,74.977
0KjWg9yRzn85IjtUqRFriM,0.738,0.83,1,-5.458,1,0.102,0.336,0.000366,0.376,0.761,96.937
03qu1u4hDyepQQi2lNxCka,0.609,0.717,6,-3.547,0,0.0597,0.0965,0,0.0694,0.545,97.026
18fWwTkrIxojEC2gmVyoxS,0.75,0.817,8,-2.541,1,0.0361,0.639,0,0.171,0.762,117.991
6roSI9jonCiMhPeLZuEn4O,0.568,0.726,9,-4.024,1,0.0358,0.0433,2.57e-06,0.133,0.813,141.719
375kzpRydDdOxOSCGMK53b,0.544,0.732,9,-5.984,1,0.0524,0.00197,5.06e-05,0.486,0.45,124.875
149BxWeweaCqmsyedkNiiE,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998
6xSIsFET1hxpaYFQuHux4P,0.525,0.427,4,-7.282,1,0.032,0.0828,0,0.144,0.305,129.982
6z39NC4VSSweBHFg9kAoja,0.692,0.695,1,-4.448,1,0.109,0.0897,0,0.155,0.634,92.98
5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928
7iKDsPfLT0d5mu2htfMKBZ,0.686,0.64,8,-5.491,1,0.159,0.0334,0,0.0801,0.597,162.225
0emCVoP02QWnj1dOhNn20Y,0.676,0.898,2,-4.24,0,0.0459,0.134,0,0.229,0.522,121.046
5U4wYRHrCRxRP6iQfM824C,0.796,0.766,5,-5.937,0,0.0919,0.0549,0,0.0946,0.921,124.896
7oV1mzPC3YZ8IGsReVZC0H,0.657,0.926,1,-2.938,0,0.042,0.122,0,0.263,0.881,129.999
185Wm4Mx09dQG0fUktklDm,0.662,0.86,7,-3.534,1,0.0286,0.447,0,0.339,0.69,100.016
3FUCuf498nFHJXFYR1V9Bd,0.443,0.893,5,-3.496,0,0.154,0.128,0,0.328,0.826,127.999
2GW71eqMPrPhnP1hNpfErp,0.419,0.627,11,-4.599,0,0.0371,0.449,0,0.126,0.301,135.901
5U30iZBlmxkpHqzb1OSnBS,0.681,0.578,3,-7.918,1,0.0537,0.732,0,0.104,0.382,95.037
5W8HXMOMLtXLz0RGKUtnlZ,0.664,0.692,1,-4.128,0,0.127,0.237,0,0.0798,0.233,154.924
0M6kxde1FdGI95X0XPuru6,0.402,0.646,1,-8.087,0,0.0498,0.0516,0,0.12,0.0956,144.93
6CtYW6EWGMbfe96eqwCThq,0.632,0.801,7,-6.105,1,0.304,0.135,0,0.0876,0.749,171.977
50le2HSqQAIqB4BGD4cE9e,0.674,0.807,1,-3.961,1,0.224,0.0151,3.9e-06,0.584,0.163,140.056
5QLhl7uDuDypn7kN34RFPj,0.51,0.616,6,-6.997,1,0.0473,0.00255,6.38e-06,0.0523,0.32,110.346
0j4amD6bxQxuyR4fJpq1UB,0.553,0.865,11,-5.674,0,0.0536,0.0555,3.01e-05,0.156,0.775,141.945
7g97EfyxPG5XZgYmLig9ML,0.764,0.47,4,-5.642,0,0.0433,0.533,0,0.133,0.801,119.886
3jlzOSBHgXizGjIX6ivEgE,0.624,0.872,5,-5.803,0,0.265,0.0578,0,0.118,0.595,129.744
2dMmMkZ7SEqFbzTJx4DijY,0.523,0.782,1,-6.01,0,0.054,0.000425,0.106,0.135,0.247,179.967
6HH8ZoDIe5qw8EYTTHVZh7,0.259,0.105,10,-22.512,1,0.0329,0.993,0.944,0.127,0.0396,87.024
4KL3FJYexPrPuMdPagHPXp,0.676,0.774,8,-3.988,1,0.0338,0.137,0,0.106,0.392,86.994
6N88BiscQzU9oJ2MglRBta,0.759,0.251,9,-22.431,0,0.0544,0.743,0.782,0.143,0.777,108.033
0lnYqscnbzszSt1HJc9RVM,0.596,0.656,3,-5.545,1,0.114,0.722,0.039,0.134,0.263,179.873
65ZKz9PJvsCibepaWe0btg,0.812,0.551,5,-4.004,1,0.0401,0.277,0,0.0425,0.722,99.994
6TBJkXHPhu3EsMk1bshwuI,0.536,0.296,5,-7.451,1,0.0346,0.892,0,0.0873,0.151,122.907
2sUJxpZyYIAtJjy4ptfTK2,0.596,0.868,0,-4.749,1,0.101,0.0667,0,0.11,0.45,150.028
23zwIyB2kh1hMKBhs7edPJ,0.548,0.412,1,-8.154,1,0.029,0.847,0,0.128,0.418,132.019
4CreOwx4doKJUyxRR0GjIE,0.717,0.508,3,-5.318,1,0.0295,0.889,0,0.185,0.762,107.99
0yzX8MYYJHw7A3PLvgEc7e,0.72,0.926,8,-5.027,1,0.0297,0.309,0,0.0761,0.846,104.997
70IVQO4Pfr0oMszh7KLfjK,0.572,0.952,10,-2.318,1,0.0646,0.0188,5.09e-06,0.387,0.445,163.008
