id,song,artist,album,popularity,duration,genres
6IxiRMUfGOmerKQCTJWW64,Tài Sản Của Bố,King Of Rap,King Of Rap Tập 12,27,262112,['vietnamese hip hop']
3u4vduouNxCyseOhzrybec,Shoot Me Baby,ICD,WE WANT,9,303203,"['somatik techno', 'vietnamese hip hop']"
3YCZjGgoCv3Is2FqC65M5M,Ngày Dài,ICD,WE WANT,17,300006,"['somatik techno', 'vietnamese hip hop']"
3gkiFxDk1EgswmW19NCooz,Họ Trông Chờ Gì Ở Tôi,ICD,WE WANT,19,360014,"['somatik techno', 'vietnamese hip hop']"
4PMkBSKZeNHs3RweCCOf5k,Music Box,ICD,The Killing,9,283567,"['somatik techno', 'vietnamese hip hop']"
2OKo7g3KfmCt3kyLvUAL0g,The Search,NF,The Search,76,248040,"['hip hop', 'pop rap', 'rap']"
7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,Dr. Dre,2001,77,222293,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,Eminem,The Eminem Show,85,297786,"['detroit hip hop', 'hip hop', 'rap']"
2jt2WxXMCD4zjACthkJQVE,The Ringer,Eminem,Kamikaze,69,337941,"['detroit hip hop', 'hip hop', 'rap']"
696w9BHmEY62myVCSDyrYW,Có Em Đời Bỗng Vui,Chillies,Có Em Đời Bỗng Vui,52,247428,"['indie viet', 'v-pop']"
1503Da6qbgNifRnRwIjtZe,Vùng Ký Ức,Chillies,Vùng Ký Ức,46,296500,"['indie viet', 'v-pop']"
1UbP4wgY0XuLoEq9XollNZ,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,LẦN CUỐI (đi bên em xót xa người ơi),39,222846,"['indie viet', 'rock viet', 'v-pop']"
1SzlLbTE7hTs75M2R1a1Tg,Em Hát Ai Nghe,Orange,Em Hát Ai Nghe,53,279152,['v-pop']
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,George Michael,Ladies And Gentlemen... The Best Of George Michael,83,300106,['soft rock']
7rdGrVIoqwPWOULauvglio,Lost Stars,Adam Levine,Lost Stars,60,267933,[]
7q1noAWVCguWhDjQXZc5CT,Coming Up Roses,Keira Knightley,Begin Again - Music From And Inspired By The Original Motion Picture,50,192200,['hollywood']
6zAiRKvAMlXHxEtyO4yxIO,Phoenix,League of Legends,Phoenix,72,197633,"['speedrun', 'video game music']"
69Sy7207dnixZ6w7RSV9Kb,RISE,League of Legends,RISE,76,192881,"['speedrun', 'video game music']"
1lgN0A2Vki2FTON5PYq42m,Warriors,Imagine Dragons,Smoke + Mirrors (Deluxe),68,170066,"['modern rock', 'pop', 'rock']"
0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),75,207786,"['deep talent show', 'hollywood', 'movie tunes']"
65fpYBrI8o2cfrwf2US4gq,Rewrite The Stars,Zac Efron,The Greatest Showman (Original Motion Picture Soundtrack),75,217440,"['hollywood', 'post-teen pop', 'show tunes']"
4EnwhEyuVrC1CgvSur5YL4,Bet On It,Troy,High School Musical 2 (Original Soundtrack),62,198320,"['hollywood', 'pop', 'post-teen pop']"
40RcMOyjymXFKBxlMuQJnA,"What I've Been Looking For - From ""High School Musical""/Soundtrack Version",Ryan,High School Musical,57,123826,[]
1LxcCsgkHJTcUZ7AUorzd2,"When There Was Me and You - From ""High School Musical""/Soundtrack Version",Vanessa Hudgens,High School Musical,55,180440,"['dance pop', 'pop', 'post-teen pop']"
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,81,228706,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
3SktMqZmo3M9zbB7oKMIF7,Gravity,John Mayer,Continuum,72,245826,"['neo mellow', 'pop rock', 'singer-songwriter']"
5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,Voicenotes,81,208786,"['dance pop', 'pop', 'viral pop']"
6XQHlsNu6so4PdglFkJQRJ,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,La La Land (Original Motion Picture Soundtrack),65,149706,['hollywood']
1Vk4yRsz0iBzDiZEoFMQyv,Mia & Sebastian’s Theme,Justin Hurwitz,La La Land (Original Motion Picture Soundtrack),65,98040,"['hollywood', 'movie tunes']"
5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo,SOUR,90,242013,['pop']
3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,ABBA,Super Trouper,74,294720,"['europop', 'swedish pop']"
6dndvU2xjHp22MwnbH8Wsy,Lạc Trôi,Sơn Tùng M-TP,Lạc Trôi,42,232888,['v-pop']
7AD5F85waSb3yZxZxEXhJM,Có Ai Thương Em Như Anh (feat. Touliver),Tóc Tiên,Có Ai Thương Em Như Anh (feat. Touliver),41,231497,"['v-pop', 'vietnamese pop']"
0wBfjdd1PyQsw3YeEFBrgT,Nước Mắt Em Lau Bằng Tình Yêu Mới,Da LAB,Nước Mắt Em Lau Bằng Tình Yêu Mới,41,285741,"['indie viet', 'v-pop', 'vietnamese hip hop']"
2iTzIxM3EcXXnWYyqnwbZ6,Xe Đạp,Thùy Chi,Tuổi Hoa Mộng,45,285457,"['v-pop', 'vietnamese singer-songwriter']"
1w3eUC89GPspKpi62tPwjt,Nàng Thơ,Hoang Dung,25,58,254476,"['v-pop', 'vietnamese singer-songwriter']"
7LUyhsof4Pwb6qJFNam0dA,Yếu Đuối,Hoang Dung,Tình Ca Hoàng Dung,48,323265,"['v-pop', 'vietnamese singer-songwriter']"
0B1ZnYwYefkNhZeE8ZQpv5,Đông Kiếm Em,Vũ.,Đông Kiếm Em,53,246043,"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
5HbLlcJogki9rRq2KfkGQP,Nơi Này Có Anh,Sơn Tùng M-TP,m-tp M-TP,51,260117,['v-pop']
6j6bTAiW0oEfLlAjmRNcbb,Little Wonders,Rob Thomas,Little Wonders,57,224720,"['neo mellow', 'pop rock']"
7C11GdiguhLd9j7Y6jHFm9,You'll Be In My Heart,Glenn Close,Tarzan (Original Motion Picture Soundtrack),60,96533,[]
76ati4YtRJe4vkpcL5VFy5,Never Knew I Needed,Ne-Yo,The Princess and the Frog (Original Motion Picture Soundtrack),51,217013,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
0KFdu6ZhLiSIuVBFfmVz3T,Giọt Nắng Bên Thềm,Bằng Kiều,Top Hits 56 - Giọt Nắng Bên Thềm,26,293693,"['v-pop', 'vietnamese pop']"
2JZ58XgCZYxqeleqGqS8wk,Em Ơi Hà Nội Phố,Bằng Kiều,Xin Đừng Quay Lại,30,335533,"['v-pop', 'vietnamese pop']"
1MaqkdFNIKPdpQGDzme5ss,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,67,242840,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']"
1NrJYpdAi7uosDRPmSYrsG,Apologize,OneRepublic,Dreaming Out Loud,70,208106,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock']"
6PluVyC186uqlzhZyjT9YN,Một Cõi Đi Về,Khánh Ly,Một Cõi Đi Về (Im Lặng Thở Dài),15,276893,"['v-pop', 'vietnamese bolero', 'vietnamese pop']"
3SnVsprwFXHVpSeSPlgu84,Mưa Hồng,Bằng Kiều,Vá Lại Tình Tôi,17,268693,"['v-pop', 'vietnamese pop']"
4ayhwYmUttP4jJGO4mShFJ,Ru Ta Ngậm Ngùi,Khánh Ly,Trên Da Tình Yêu,14,298306,"['v-pop', 'vietnamese bolero', 'vietnamese pop']"
32PxKhwKl60okovtW5wINy,Sắc màu,Tran Thu Ha,Liên khúc Tạm biệt chim én 2,26,242390,"['v-pop', 'vietnamese pop', 'vietnamese singer-songwriter']"
3EGW8x17SihsGBu3G8xtPV,Chị Tôi,Bằng Kiều,Xin Đừng Quay Lại,23,327266,"['v-pop', 'vietnamese pop']"
0ZP4bO2ywAv44HiEzzHaq5,Ngày Mai Em Đi,Lê Hiếu,Ngày Mai Em Đi,51,218400,['v-pop']
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,83,217866,"['dance pop', 'pop']"
5bci9SuYMCNB2BkSEmrCaB,Trời Giấu Trời Mang Đi,AMEE,Trời Giấu Trời Mang Đi,32,258260,['v-pop']
3AZDALZvdI3JqNEYeNRSE8,Bao Lời Hoa Mỹ,Lynk Lee,Bao Lời Hoa Mỹ,8,205078,"['v-pop', 'vietnamese hip hop', 'vietnamese singer-songwriter']"
5nbEQky9dG4f9XFrL4AAKH,Sóng Gió,Jack,Sóng Gió,38,254094,[]
2MSgFefjK0T7Iwjvr3OKqV,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Frédéric Chopin,Chopin - Piano Works,67,259493,"['classical', 'early romantic era', 'polish classical']"
3jxeWgXmopMUyPZbEyZhxd,"Hungarian Rhapsody No. 2, S. 244",Herbert von Karajan,The Herbert von Karajan Collection,24,671066,"['classical', 'classical performance', 'orchestral performance']"
4ebNVkfNL5kHuxr3o5K93R,Go Away,2NE1,To Anyone,50,219453,"['dance pop', 'k-pop', 'k-pop girl group']"
2DkL5Jaz5l47TksGuZ0y33,DAY BY DAY,T-ARA,DAY BY DAY,53,209880,"['k-pop', 'k-pop girl group']"
5nD5PVXUkIpv0WcwfNFrgS,Khi Em Lớn,Orange,Khi Em Lớn,57,228094,['v-pop']
54JKnDB3CzVu8wNAOM27BI,When You're Gone,Avril Lavigne,The Best Damn Thing (Expanded Edition),70,240493,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
6sqNctd7MlJoKDOxPVCAvU,My Happy Ending,Avril Lavigne,Under My Skin,70,242413,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
0ZeGfEAL5Rl4pd5LZBGuEK,Maria,Hwa Sa,María,74,199026,"['k-pop', 'korean mask singer']"
27frvdD2rFj8NpgJUqTqBs,I'll Be Your Man,James Blunt,Some Kind of Trouble (Deluxe Edition),52,216213,"['neo mellow', 'pop', 'pop rock']"
