id,song,artist,album,popularity,duration,img_url,genres
1Fo4OvzP9PThFKMeMIAEYu,Superhero,Lauv,Superhero,64,179997,https://i.scdn.co/image/ab67616d0000b27334a512edc868f3b63c3e453e,"['dance pop', 'electropop', 'pop']"
6h2Jlka19Es2x5W2WyE19l,Stick Together,Elijah N,Forgetting This,0,195000,https://i.scdn.co/image/ab67616d0000b273df03132f3c96d9a6c45bf378,[]
2SeDMCh42CfY97ZUV3jH27,The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me,Anthem Lights,"We Got You Covered, Vol. 3",54,246020,https://i.scdn.co/image/ab67616d0000b2736a28b3145d907e130119cc41,"['ccm', 'christian alternative rock', 'christian music', 'viral pop', 'worship']"
3ENjlO1UbsfWGfcgxzxcwX,Class of 2018 Medley: I Will Remember You / See You Again / Time of My Life / Forever Young / Good Riddance (Time of Your Life),Anthem Lights,"We Got You Covered, Vol. 3",43,164672,https://i.scdn.co/image/ab67616d0000b2736a28b3145d907e130119cc41,"['ccm', 'christian alternative rock', 'christian music', 'viral pop', 'worship']"
4ylWMuGbMXNDgDd8lErEle,The Greatest Show,Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),74,302146,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,"['hollywood', 'show tunes']"
3zJH6phPhriLI9ImxHLXO8,Monsters (Alex S Remix) [feat. Alex S.],Katie Sky,Monsters (Alex S Remix) [feat. Alex S.],27,357257,https://i.scdn.co/image/ab67616d0000b273a849f0086b6138d527d2c0f1,[]
2xkrujtSjZz7EKAYGbIIzH,Blah Blah Blah,Armin van Buuren,Blah Blah Blah,68,183518,https://i.scdn.co/image/ab67616d0000b273dfdf210243811401b2e947bd,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']"
2pwnEzgIzYL4AOw4ousjkB,Let the Games Begin,AJR,Let the Games Begin,61,201004,https://i.scdn.co/image/ab67616d0000b2735bacbd7a9fce66e3527fa85b,"['modern rock', 'pop rap']"
7bXvOMQ3UrcTS1dO9Ppzsg,Sober Up (feat. Rivers Cuomo),AJR,The Click,58,218760,https://i.scdn.co/image/ab67616d0000b273fb9366711c6cadb7736f36c8,"['modern rock', 'pop rap']"
3BuLtAmXKy5uQYl4ED1zBT,Weak,AJR,The Click,67,201160,https://i.scdn.co/image/ab67616d0000b273fb9366711c6cadb7736f36c8,"['modern rock', 'pop rap']"
2zXRAZvUb2B5PzJGwCtFe0,Chasing Fire,Lauv,I met you when I was 18. (the playlist),63,205267,https://i.scdn.co/image/ab67616d0000b2735355919e31efac9b14c45c49,"['dance pop', 'electropop', 'pop']"
0jAPoaOuMMuCJyIgTOvSfh,Drag Me Down / As Long as You Love Me (Mashup),BYU Vocal Point,"Music Video Hits, Vol. 1",45,225458,https://i.scdn.co/image/ab67616d0000b27315ee83e0420932b2f5f487ac,"['a cappella', 'christian a cappella', 'college a cappella', 'lds youth']"
1jLsirPDkUS2g4gnkYua58,Ignite,Alan Walker,Ignite,73,210288,https://i.scdn.co/image/ab67616d0000b273eaee7835ad1cd0c435edd7cf,['electro house']
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,Stories,80,230613,https://i.scdn.co/image/ab67616d0000b2735393c5d3cac806092a9bc468,"['dance pop', 'edm', 'pop', 'pop dance']"
14BH4qO7pgCmIe6mgLKOK3,Someone To You,BANNERS,Empires On Fire,75,219800,https://i.scdn.co/image/ab67616d0000b273d8fac444b26ac8c2e9ff1a48,"['indie poptimism', 'modern rock', 'pop', 'pop rock']"
6A9QEWYXpXLMeJLRjGsIJ1,돌덩이,Ha Hyun Woo,ITAEWON CLASS (Original Television Soundtrack) Pt. 3,53,209320,https://i.scdn.co/image/ab67616d0000b2733402e9e5d8a893174a0d8ce4,['korean ost']
4kIpBfvK44bxqX7zo8K1oP,시작,Gaho,ITAEWON CLASS (Original Television Soundtrack) Pt.2,67,202440,https://i.scdn.co/image/ab67616d0000b273b862525c915cdd81cb343f75,"['k-pop', 'korean pop']"
3ZCtiUSYDNHN9zAXWn4Uwl,Take You To Hell,Ava Max,Heaven & Hell,0,164537,https://i.scdn.co/image/ab67616d0000b2732ca6f6a1cf2cb7c43de08db5,"['dance pop', 'pop']"
4TlxeDCyx8epXp1OoOwyn9,Rule the World,TheFatRat,Rule the World,51,181323,https://i.scdn.co/image/ab67616d0000b27330de27e8d97394ce3f0cd80b,['speedrun']
06kxa3al7bUqRRo5nAFduZ,Nightlight,ILLENIUM,Nightlight,65,222400,https://i.scdn.co/image/ab67616d0000b273223f97eeb08ae88cf6bf8dfc,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']"
6SOw5YcoAXoKphG5iPzXEz,Photo of My Mind,Song Ga In,"Crash Landing on You (Original Television Soundtrack), Pt. 6",1,272720,https://i.scdn.co/image/ab67616d0000b2738a881ae2112966d835e52a0b,['trot']
57Zcl7oKKr29qHp38dzzWi,Echo,Yves V,Echo,66,180560,https://i.scdn.co/image/ab67616d0000b2730b74292f2a1f6825f10f3c4f,"['belgian edm', 'brazilian edm', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']"
29CjkGjZnDVdJsfbRoNOGJ,Scared to Be Lonely - Acoustic Version,Martin Garrix,Scared to Be Lonely (Acoustic Version),62,257357,https://i.scdn.co/image/ab67616d0000b273944c32b68012ae1a4c5d89ed,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
5zgKbnMnySDgGxUC3KkvCZ,IDGAF - Acoustic,Matt Johnson,IDGAF (Acoustic),13,192166,https://i.scdn.co/image/ab67616d0000b2735f83291401f377ca13f5d714,"['acoustic cover', 'neo mellow', 'viral pop']"
6gnS49VEamgI5zQmjsUxs3,There's Nothing Holdin' Me Back - Acoustic,Shawn Mendes,There's Nothing Holdin' Me Back (Acoustic),0,201093,https://i.scdn.co/image/ab67616d0000b273c76e961e8b336f7edd44b438,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
4ong8gUO6Nq4iYf1BvoYXT,Girls Like You,Kurt Hugo Schneider,Girls Like You,47,215760,https://i.scdn.co/image/ab67616d0000b2732bacd74886c46391883a4420,"['pop', 'post-teen pop', 'viral pop']"
3YkhNMK7YcdkUSKM5nM3ur,The Nights,Chlara,The Nights,62,222000,https://i.scdn.co/image/ab67616d0000b27311294ddabe85c8df49ebe990,"['opm', 'viral pop']"
3VOtM6x5KXZuxSzHaaf9oO,Mama - Acoustic,Jonas Blue,Mama (Acoustic),0,192277,https://i.scdn.co/image/ab67616d0000b27361421e4408d37631815b4139,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']"
1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra,It's About Us,77,185200,https://i.scdn.co/image/ab67616d0000b273925b6102fc5edac08ec995b5,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
4SjPJxsczdVx2Wafi5mT0J,Rewrite the Stars,Joseph Vincent,Rewrite the Stars,17,200259,https://i.scdn.co/image/ab67616d0000b273c7a29f4b1815e2f895a6ef0b,"['pop', 'viral pop']"
6N8bOypJtAzJp8w2LF8cWG,Strip That Down - Acoustic,Liam Payne,Strip That Down (Acoustic),0,184475,https://i.scdn.co/image/ab67616d0000b2733aca80597ef39b3f0e04b2d6,"['dance pop', 'pop', 'post-teen pop']"
2GzvzxXnyJ9l3obE4JskC2,I Like Me Better,Ysabelle Cuevas,Ysabelle,54,189673,https://i.scdn.co/image/ab67616d0000b27394b8feee25f100cfe8bc2d97,"['acoustic opm', 'opm']"
3otAtzQb3f7adNdiCgdECo,Starving - Acoustic,Hailee Steinfeld,Starving (Acoustic),0,181293,https://i.scdn.co/image/ab67616d0000b273f3716cffe478e52482f4c7af,"['dance pop', 'pop', 'post-teen pop']"
1tN1Xz8H5cmrBEBZeKxP5k,Let Me Go (Acoustic),Amanda Yang,Let Me Go (Acoustic),0,141214,https://i.scdn.co/image/ab67616d0000b273e91fb31b12cc79e86bd55fdd,['viral pop']
30LDuVfrePWbedYTc1mUCn,Rockabye - Acoustic Version,The Mayries,Rockabye (Acoustic),56,157466,https://i.scdn.co/image/ab67616d0000b27332959a7403125f3cee45d3fe,"['acoustic cover', 'acoustic pop', 'neo mellow', 'viral pop']"
2nzB3E2LsmSETiDTr1Y2Tf,Fresh Eyes,Grace Grundy,Fresh Eyes,0,230031,https://i.scdn.co/image/ab67616d0000b2732ec9e6d921400dadd527cabc,"['channel pop', 'viral pop']"
6MsYPZUmabBIQ2DgMCrJG0,Symphony,Sabrina,I Love Acoustic 10.2,44,255939,https://i.scdn.co/image/ab67616d0000b27345a4959ff02502049c8bd95a,['opm']
7zcAFwEbHXNeIePVwMEIkS,These Days,Bailey Jehl,These Days,49,151791,https://i.scdn.co/image/ab67616d0000b2733ca9971c4d729ef148c7e603,"['acoustic chill', 'viral pop']"
5rXztnpx9y44vHO9Pt3AUI,A Little Braver,New Empire,In A Breath,28,206853,https://i.scdn.co/image/e6688c8a6cc567c278810a6f8cf98f9f8c8bd816,[]
05Kms0excTlHRel656GZ3U,Monsters,Katie Sky,Monsters,64,217840,https://i.scdn.co/image/ab67616d0000b273886700d7789fc42dce933882,[]
6yIHGmQLJxWAUZ1ZkENemN,Can't Help Falling in Love,Haley Reinhart,Better,73,173174,https://i.scdn.co/image/ab67616d0000b27382ad647e950d61f30d02ff16,['idol']
1NWvbQI3bNfPxbxF9OQ1Ek,Dusk Till Dawn,Amanda Yang,Dusk Till Dawn,55,208568,https://i.scdn.co/image/ab67616d0000b2732cfe5c58ae9e63eac5f6c6f8,['viral pop']
6A2M7DkApK58Wjmnkj8r0h,Les Champs-Elysées,Pomplamoose,Les Champs-Elysées,0,184790,https://i.scdn.co/image/ab67616d0000b27343688ee87bc39d14c50ca692,"['folk-pop', 'indie pop']"
6SOw5YcoAXoKphG5iPzXEz,Photo of My Mind,Song Ga In,"Crash Landing on You (Original Television Soundtrack), Pt. 6",1,272720,https://i.scdn.co/image/ab67616d0000b2738a881ae2112966d835e52a0b,['trot']
0NllkLutTx00BeIwNXlZIo,Shallow Brown,Sean Dagher,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],24,137436,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
2hxRyDlwQtxj502oTCa62Y,Windy Old Weather,David Tinervia,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],23,103789,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
1gxlOpsdJ9Dg5XZdYgxCtT,Jolly Roving Tar,Nils Brown,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],24,135162,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
3gsIs6zMXL8RqFFCI14ZDg,Pay Me the Money Down,Sean Dagher,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],22,95644,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
78asetJtgk64Vh43wraEVW,Paddy Layback,Nils Brown,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],20,154812,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
78MpvvxwVjwCsCrjuQE3LU,Don't Forget Your Old Shipmates,Sean Dagher,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],32,133995,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
04VJ6d28ChN5AGNF8zWMqm,Donkey Riding,Nils Brown,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],26,118290,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
1NAwf7hUdj1iTNOmMRHceY,New York Girls,David Tinervia,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],22,138247,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
07Y0F978utprJqUtt3f7Rd,Round the Corner Sally,Clayton Kennedy,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],19,72855,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
1Nj4PmEQgbRyU5SZCbBZXg,Liverpool Judies,Clayton Kennedy,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],21,144136,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
6sYDO6hRf3E9qHvA9NjcgX,Rolling Down to Old Maui,Clayton Kennedy,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],22,150458,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
1nKq6LuvuB84l6Dnfhc7Fm,Heave Away Me Johnny,Sean Dagher,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],22,100448,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
3bfknodtSn54GQE1aIOcI8,Blood Red Roses,Nils Brown,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],18,187582,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
4624CSiDkTH48lYd4PbxF7,Bold Riley Oh,Clayton Kennedy,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],19,102549,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
266bzcpwlIJmXeUA9IwhDg,Go to Sea Once More,Sean Dagher,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],26,133628,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
5f9IHz5a3Fr3NsRgA7tAHC,My Bonnie Highland Lassie,Nils Brown,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],18,97120,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
1KRamHbLIDeJPABDXHRX0R,One More Day,Clayton Kennedy,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],20,147282,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
4hWjrDakocDt1Dy4CftyOy,Haul Away,Nils Brown,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],21,93445,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
0xAW17wIE8mvoDwb34IsCC,Hi for the Beggerman,Michiel Schrey,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],20,132369,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
7vAnRPcN2WsesHq9ML1K5Z,The Bonnie Lass o'Fyvie,Nils Brown,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],18,120905,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
2II3nKe1x3USykJoE5OJi0,Little Drummer,Michiel Schrey,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],22,138641,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
6rkSzbRhOZk3z4Rm2jpXhI,Henri Martin,Sean Dagher,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],21,137351,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
3tH43dan5r948RqJejEcZb,Katie Cruel,Charlotte Cumberbirch,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],19,114225,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
5IPzN04tOiUhQ5UoHwruxP,Ye Jacobytes,Nelson Carter,Assassin's Creed Rogue (Sea Shanty Edition) [Original Game Soundtrack],32,82583,https://i.scdn.co/image/ab67616d0000b2734cb65c59be31931cdd46b2c6,['shanty']
6ndmKwWqMozN2tcZqzCX4K,Remember the Name (feat. Styles of Beyond),Fort Minor,The Rising Tied,75,230493,https://i.scdn.co/image/ab67616d0000b273063fc4921a6d7fbac76e9bba,"['pop rap', 'rap rock']"
0zaAUrSvMYrBGcLcmWKcxy,Beyond the Sea,Robbie Williams,Beyond The Sea,52,267562,https://i.scdn.co/image/ab67616d0000b273dd5593f99402c3c85f67af22,"['dance pop', 'dance rock', 'europop']"
0waQuGsfGoogXEilxdUaSF,"Can You Feel the Love Tonight (From ""The Lion King"") - From ""The Lion King"" / Soundtrack Version",Joseph A. Williams,Best of The Lion King,24,177866,https://i.scdn.co/image/ab67616d0000b2732d3397d654bd3d5f725d1c03,[]
05Kms0excTlHRel656GZ3U,Monsters,Katie Sky,Monsters,64,217840,https://i.scdn.co/image/ab67616d0000b273886700d7789fc42dce933882,[]
1EyvonxK8OGHRV4WDRdArc,Can You Feel the Love Tonight,Boyce Avenue,Can You Feel the Love Tonight,67,250916,https://i.scdn.co/image/ab67616d0000b273c340f6f23cf176a5518acb13,"['acoustic cover', 'neo mellow', 'pop', 'viral pop']"
3Uu6pcfL9xsdfsKRx3DXRf,the broken hearts club,gnash,we,64,184694,https://i.scdn.co/image/ab67616d0000b2734bdfa3edb4c521c570b8c14a,"['alt z', 'electropop', 'pop', 'pop rap', 'social media pop']"
7og4nJ1NCle7JUsT1FfsTt,tell me it's okay,gnash,me,51,263111,https://i.scdn.co/image/ab67616d0000b273d3835977cfe2eb5fd31acf95,"['alt z', 'electropop', 'pop', 'pop rap', 'social media pop']"
7nDdxPUC5LbxmspeqkOzt8,imagine if,gnash,we,64,197216,https://i.scdn.co/image/ab67616d0000b2734bdfa3edb4c521c570b8c14a,"['alt z', 'electropop', 'pop', 'pop rap', 'social media pop']"
7bXvOMQ3UrcTS1dO9Ppzsg,Sober Up (feat. Rivers Cuomo),AJR,The Click,58,218760,https://i.scdn.co/image/ab67616d0000b273fb9366711c6cadb7736f36c8,"['modern rock', 'pop rap']"
0TCmhnbMpw5zwPsTvlXTJi,Runaway,AURORA,All My Demons Greeting Me as a Friend (Deluxe),76,248826,https://i.scdn.co/image/ab67616d0000b273d3a757231b119bacf68b3ec2,"['art pop', 'norwegian pop']"
5BuiZmp7H6hoUN5Fw2lUIp,Nothing Stopping Me (feat. Kat Nestel),Vicetone,Nothing Stopping Me (feat. Kat Nestel),1,223225,https://i.scdn.co/image/ab67616d0000b2735b62ec875f4ada5b24dc2ad0,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']"
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,First Love,54,207427,https://i.scdn.co/image/ab67616d0000b273eeed72c68952f844f187e8f6,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']"
6yWAmZphigz9WD7fMdDYqx,Gold,The Tech Thieves,Gold,30,172941,https://i.scdn.co/image/ab67616d0000b273e5fdc1466a3388ae04a97a70,"['alt z', 'bass trap', 'modern alternative rock', 'traprun']"
5rqvpEqOkiu2k6K0UTZmzR,L.A. - Sistek Remix,Rosie Darling,L.A. (Sistek Remix),37,161000,https://i.scdn.co/image/ab67616d0000b2731514ad088c0f6a111e8911a6,['alt z']
08bNPGLD8AhKpnnERrAc6G,FRIENDS,Marshmello,FRIENDS,80,202620,https://i.scdn.co/image/ab67616d0000b273569f64493ca55cd96fdee412,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,Silence,81,180822,https://i.scdn.co/image/ab67616d0000b273f33ba583059dc2f7d08bf2b8,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers,Don't Let Me Down,80,208373,https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
5BSvPvVTxveMSsAXGRxDLw,Don't Talk About It (feat. Lilly Ahlberg),UØ,Don't Talk About It (feat. Lilly Ahlberg),32,172315,https://i.scdn.co/image/ab67616d0000b27358a083e515f3ef84af788377,[]
1I8tHoNBFTuoJAlh4hfVVE,Firestone,Kygo,Cloud Nine,77,271640,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a,"['edm', 'pop', 'pop dance', 'tropical house']"
4unpXe9GYrqsD3eIL3QGZp,Meant To Be,Arc North,Meant To Be,58,208352,https://i.scdn.co/image/ab67616d0000b2734935d2c9766296d501483989,"['gaming edm', 'pop edm', 'slap house', 'traprun']"
0drFciyqbrHgCbq2N5dK8Z,Always - Spectrumik Remix,The Him,Always (Spectrumik Remix),18,161333,https://i.scdn.co/image/ab67616d0000b273b50119b9bb2aaacc6655a950,"['big room', 'deep tropical house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']"
5xFZiW98mwT5S3mh8O9BUt,United We Dance - Vicetone Edit,Vicetone,United We Dance (New Mixes),38,255483,https://i.scdn.co/image/ab67616d0000b273471a5e3f8d460c05a03704d5,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']"
1839RWzPRZCVgvamu4sHSN,All My Love (feat. Conor Maynard),Cash Cash,All My Love (feat. Conor Maynard),55,191330,https://i.scdn.co/image/ab67616d0000b27319412f5b0f76d10d241f2981,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']"
0DhkTGjEaIHaSxTfC14BFm,Lullaby,R3HAB,Lullaby,63,160183,https://i.scdn.co/image/ab67616d0000b27342ccfede327534e3de7c476c,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']"
4ODnJrz0C3AJ4DFv8YQhJ8,Sunrise (feat. Jason Walker),Kygo,Kids in Love,64,214826,https://i.scdn.co/image/ab67616d0000b273238d888f4282893ed8f83f2a,"['edm', 'pop', 'pop dance', 'tropical house']"
5XiZK7m9PLppgIzJBpw2x5,Wait,Martin Jensen,Wait,46,165083,https://i.scdn.co/image/ab67616d0000b273c1257648b0d8f48150bd9971,"['dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']"
1NldMriIXmMdChqZtHCGbW,Dive With Me,LVNDSCAPE,Dive With Me EP,0,220432,https://i.scdn.co/image/ab67616d0000b273264b5a08cc417df5aa6acad0,"['deep house', 'deep tropical house', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
4iOm49Ge1u4rLmTfuo6jUt,Need It,Jay Hardway,Need It,0,194928,https://i.scdn.co/image/ab67616d0000b2733b4951a0da71bfa8be19ed26,"['dutch edm', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']"
6UiDiFJUGEDzkGpZBL8IYq,I Feel The Love,Tritonal,Painting With Dreams,56,213120,https://i.scdn.co/image/1ba3fabdc667d91dc7405f3980c193e12169ac49,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']"
77VLYTyrdlHEWcjhjQoXlz,Oh Child,Robin Schulz,Uncovered,54,197626,https://i.scdn.co/image/ab67616d0000b273c874b3eb6242b8d632ac2305,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']"
2y5aJvzXhHPA94U5GFAcXe,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,Fifty Shades Darker (Original Motion Picture Soundtrack),67,245653,https://i.scdn.co/image/ab67616d0000b2735997605214d568d73fd365c2,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
7hvxMYq9JW5W0vFwiu1Zdr,Dreamer,Axwell /\ Ingrosso,More Than You Know,0,251147,https://i.scdn.co/image/ab67616d0000b273a1944d8afb76a8fd03ed8c0f,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
5yFSF6qQA1rcLsQRnBsZgb,All Falls Down (feat. Juliander),Alan Walker,All Falls Down (feat. Juliander),66,199111,https://i.scdn.co/image/ab67616d0000b273206fdebc66bd04d9913f035d,['electro house']
39IsH7B5byx8NRlEKlZVg9,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),64,193613,https://i.scdn.co/image/ab67616d0000b2735640c17778d716bd35f45b3e,"['alt z', 'pop', 'post-teen pop']"
5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",75,210772,https://i.scdn.co/image/ab67616d0000b273e9f49a29f00d42d7857794a5,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
7EmGUiUaOSGDnUUQUDrOXC,Wolves,Selena Gomez,Wolves,1,197993,https://i.scdn.co/image/ab67616d0000b27310368f28dac3b838770f985c,"['dance pop', 'pop', 'post-teen pop']"
5SE57ljOIUJ1ybL9U6CuBH,DNA,BTS,Love Yourself 承 'Her',72,223122,https://i.scdn.co/image/ab67616d0000b273f9a16d4b6cd94eca041f00b8,"['k-pop', 'k-pop boy group']"
2ARqIya5NAuvFVHSN3bL0m,The Middle,Zedd,The Middle,2,184732,https://i.scdn.co/image/ab67616d0000b273247b73f96ede946a7fa0af12,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'tropical house']"
0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,Stay,1,210090,https://i.scdn.co/image/ab67616d0000b27391a70f95efc3400f696e89cc,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'tropical house']"
2kLf4myxQME1Nd0voeKZri,Stay Young,Mike Perry,Stay Young,47,157004,https://i.scdn.co/image/ab67616d0000b27370c2fbadb91c434d5996f954,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']"
5AEtlRudpgdT5FtNiuly6Y,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",1,174800,https://i.scdn.co/image/ab67616d0000b273dbdc892395413def043e0655,"['dance pop', 'pop', 'post-teen pop']"
6WbADFqMvR8N5u0BvtsWQE,Without You (feat. Sandro Cavazza),Avicii,AVĪCI (01),1,181672,https://i.scdn.co/image/ab67616d0000b27330800bfbfff51ddb031d9bd7,"['dance pop', 'edm', 'pop', 'pop dance']"
6OzOyjokUxv3AyYStQWNCg,Everything,Firebeatz,Everything,33,173862,https://i.scdn.co/image/ab67616d0000b2734b530505b7b0090e86d45da2,"['dutch edm', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']"
6FRLCMO5TUHTexlWo8ym1W,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Girls Like You (feat. Cardi B),73,235545,https://i.scdn.co/image/ab67616d0000b27334ce9a9dde9c057225509276,"['pop', 'pop rock']"
0sQLhT32E9ZG2zn5iYR6nN,Locked Away (feat. Adam Levine),R. City,Locked Away (feat. Adam Levine),63,227280,https://i.scdn.co/image/ab67616d0000b27349f4611a5e4e8f4b89cbf814,"['reggae fusion', 'virgin islands reggae']"
