id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valance,tempo
37MNmtxcQicC9a0vtL1fEg,0.587,0.176,2,-13.239,1,0.0443,0.89,0.00123,0.147,0.0726,113.959
6BeODAFUXgrscucnq8xDAs,0.588,0.178,8,-17.502,1,0.0489,0.877,0,0.107,0.358,129.763
5fnFcby5yxUodS7loPSufH,0.589,0.233,4,-10.749,0,0.0302,0.72,0,0.158,0.175,109.934
3MthJpM1IEYp2ulZe00LvP,0.549,0.324,4,-11.769,1,0.0285,0.457,2.2e-06,0.133,0.268,80.888
4FpKnsvxF9rC7ObQeUWTsw,0.702,0.127,2,-12.608,1,0.0393,0.938,0,0.0999,0.397,84.049
7MwnbWnZCBg1iK7uAreNhm,0.518,0.381,0,-7.093,1,0.0325,0.627,0,0.103,0.488,133.521
4DDD2P6dJurAgk3IYWqK3p,0.3,0.303,8,-12.089,1,0.0796,0.919,3.35e-06,0.0967,0.119,201.242
0iZgToTIPAHO7uM0LVb3yr,0.849,0.143,10,-8.718,1,0.0533,0.974,0,0.107,0.482,126.864
4GTdwP4Sxioube7ySds1fp,0.513,0.0862,4,-14.432,0,0.0463,0.921,0,0.109,0.302,140.453
4ensio3acJ17PegjBcmXVg,0.525,0.276,0,-9.121,1,0.0347,0.893,0,0.118,0.329,125.014
2EDYchd8hhwAOWKGQxJoro,0.478,0.181,11,-8.731,1,0.0327,0.975,3.37e-06,0.0795,0.279,108.346
1YnLthg0HOs8YTzgN5hVh2,0.658,0.125,8,-15.901,1,0.0323,0.877,0,0.287,0.507,106.686
6KzL8s8GdRbd5Mal8yLz6R,0.79,0.3,5,-10.597,1,0.0622,0.649,0,0.14,0.49,110.187
2TitxRtrE8OLcAwcNucvmJ,0.682,0.244,0,-13.391,1,0.0413,0.801,0,0.214,0.698,142.872
6obiiUPIIoZ5sePPv566lj,0.641,0.325,9,-8.353,1,0.0239,0.648,0,0.139,0.35,96.0
5mFrdpvoxokKCWp9uHE1ok,0.674,0.116,9,-13.448,1,0.0375,0.862,0,0.0979,0.21,129.976
3m958z5jHmEFKEVkboQ7JM,0.379,0.208,2,-12.333,0,0.0396,0.851,7.46e-05,0.0792,0.251,180.003
1Lom3Qqs0HUPxqnmRVumKQ,0.623,0.251,8,-10.92,1,0.0435,0.946,3.27e-06,0.0986,0.624,174.813
5bTxvPSxViGxFfcawiCH0U,0.642,0.202,4,-11.646,1,0.0639,0.795,0,0.118,0.587,114.446
29CjkGjZnDVdJsfbRoNOGJ,0.365,0.2,4,-10.972,1,0.0345,0.697,0,0.0804,0.133,128.042
55qNvU28lXUg71TKMqiXmM,0.639,0.458,5,-8.183,0,0.0519,0.542,0,0.0964,0.412,83.967
7F1CiKqrY44kh5cDqwHOnx,0.541,0.153,6,-10.654,1,0.0303,0.882,1.66e-06,0.16,0.359,139.644
4fKiuIavbsoTRZ6R7xuAyT,0.365,0.117,11,-10.61,0,0.041,0.969,2.48e-06,0.684,0.119,168.744
6DPoEX6N7vzf9v2lIbxLt3,0.447,0.182,11,-11.484,1,0.0302,0.884,2.02e-05,0.0834,0.129,79.832
5KI4W93UARGnqsupVWv4tL,0.648,0.292,0,-9.015,1,0.0309,0.817,0,0.0905,0.318,101.577
42eB4oaJ9vwsnxz1RFQUa0,0.476,0.397,6,-6.681,0,0.0317,0.53,0,0.0763,0.256,139.777
04dqYNkXUPAVc9ZfHYicW6,0.528,0.238,10,-9.613,1,0.0847,0.62,0,0.12,0.736,152.702
3YkhNMK7YcdkUSKM5nM3ur,0.546,0.32,11,-6.903,1,0.0321,0.827,0,0.321,0.53,88.216
7kVssG465tU7XWgfrseOVS,0.725,0.36,0,-6.513,1,0.058,0.959,9.73e-06,0.126,0.847,71.632
0U8jEPi2k3UZqHK0jvzEe0,0.646,0.272,10,-9.907,0,0.0505,0.883,0,0.104,0.51,136.174
7iSool3PmS50F5St2bhmTU,0.692,0.333,7,-7.858,0,0.029,0.629,0,0.176,0.316,110.108
7d3s1XpWyIHZq20ie2ghSp,0.553,0.229,4,-10.336,1,0.0281,0.861,0,0.103,0.231,126.145
62rdJywT2r3EAi1KHtw1DA,0.613,0.335,8,-10.491,0,0.145,0.852,0,0.109,0.725,73.924
7uuEfUMuPeQ7RlSWa0cES2,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74
36cpdosXo6ckJaVusYVPle,0.609,0.588,10,-8.016,1,0.0537,0.191,0,0.106,0.637,154.377
2HttK3TYhnumj8xWjKCYem,0.596,0.342,6,-7.917,1,0.0333,0.922,0,0.107,0.229,139.577
6IH2Z54gYPLqgJtxZjX80i,0.541,0.453,2,-6.459,1,0.0266,0.748,0,0.2,0.377,141.757
5V1LGy5Cej68piazdCtmjZ,0.336,0.21,4,-11.301,1,0.0338,0.926,4.47e-05,0.085,0.133,183.627
3uRyuXf29unDXTFNNXHrYl,0.515,0.259,10,-7.688,1,0.0375,0.875,0,0.109,0.284,145.851
2wcseriGAqeodDazDXgmaq,0.579,0.299,11,-8.104,1,0.0661,0.855,0,0.133,0.315,133.037
58DResRLMBKvXLdEmGFUqr,0.698,0.212,4,-10.846,0,0.0477,0.905,0,0.246,0.58,90.119
2vcDl2SLudnltyDEos3v6E,0.785,0.317,3,-8.138,0,0.0379,0.851,0,0.104,0.783,132.729
7j2PE3jjtanGrsiOxR2HmK,0.558,0.209,8,-8.934,1,0.0515,0.852,0,0.111,0.41,174.887
4gmzxGRPIHwUVj0m0kZZwK,0.709,0.463,8,-9.231,1,0.028,0.652,0,0.161,0.405,109.948
5EqlEvrylr3DNy3R11Kmrz,0.607,0.589,4,-6.068,0,0.0274,0.127,0,0.182,0.399,114.946
7ssUVjT0Q6DgP20o9CESvU,0.645,0.153,5,-14.961,1,0.221,0.968,3.01e-06,0.31,0.438,78.974
6YOOCjjIb0pBZXbJjYgUlP,0.595,0.18,9,-11.391,1,0.0298,0.89,0,0.113,0.261,79.922
4sAX65hbNtEC1lceCdGuMt,0.69,0.204,7,-12.427,1,0.0301,0.932,1.73e-06,0.119,0.525,139.587
5oV8bZaShr2d01FFMHBUPq,0.497,0.13,6,-15.571,1,0.0436,0.841,0,0.111,0.179,130.769
2AGen6RvvTNEhdNoyJEMvu,0.428,0.122,10,-15.147,1,0.0396,0.909,0,0.162,0.439,91.363
3ISLwA96mtx13Wx7K1PPPk,0.498,0.12,0,-17.721,1,0.0487,0.851,0,0.171,0.338,121.187
13IMd84eJeHLdnLbzmIP2Q,0.585,0.484,10,-6.222,1,0.0294,0.382,0,0.126,0.411,91.817
4SjPJxsczdVx2Wafi5mT0J,0.786,0.123,6,-12.659,0,0.0391,0.863,0,0.103,0.316,122.936
6TTHXR7QYOUNS2gyy2OVvg,0.742,0.291,10,-8.17,1,0.0455,0.846,0,0.112,0.682,75.098
2ZgUlizmH0VmOJzUwDchAf,0.584,0.285,1,-7.912,0,0.0315,0.616,0,0.101,0.517,81.856
5H6Bc7oEWYuKrwb1pUZWhh,0.558,0.172,8,-13.379,1,0.0513,0.874,0,0.1,0.518,90.146
7vg5fesQdq5I7Z7XGdyJd5,0.596,0.195,7,-11.02,1,0.0264,0.926,0,0.139,0.176,82.114
7rLokcIMP9p8fl0iROdVfC,0.353,0.148,7,-13.108,1,0.0421,0.934,0,0.112,0.297,88.203
5mVDhLnXTHlBWJnMHXa9Qs,0.576,0.121,9,-17.343,1,0.036,0.952,0.00111,0.1,0.063,116.826
1rv56nMI7nSrcyqpQqgSQb,0.39,0.236,5,-8.862,1,0.0402,0.86,0,0.19,0.37,171.8
4r4aTOJc7K3iUIU3MEPw6I,0.664,0.177,1,-13.54,1,0.0335,0.856,0,0.136,0.29,105.008
0X9MxHR1rTkEHDjp95F2OO,0.691,0.234,3,-6.441,1,0.0285,0.777,0,0.12,0.209,87.103
7wIYDzWW82O6Rc4vGuzjND,0.455,0.265,5,-8.468,1,0.0491,0.861,0,0.685,0.324,176.036
45SbQo5bq8f0hNdB70IyFC,0.735,0.275,8,-8.994,0,0.0304,0.746,0,0.131,0.294,116.004
7cG68oOj0pZYoSVuP1Jzot,0.418,0.243,8,-8.689,1,0.0275,0.981,0.000282,0.113,0.276,97.811
2GzvzxXnyJ9l3obE4JskC2,0.449,0.209,10,-14.494,1,0.0896,0.896,0,0.156,0.431,93.618
09IZGpkbdHfJS4g33j6ALr,0.664,0.263,9,-7.988,1,0.0274,0.814,0,0.0817,0.371,96.214
6k3wI7hjfJgerqdp7pxnAb,0.619,0.169,2,-10.63,1,0.0304,0.874,0,0.113,0.221,90.076
1KalIfAR9lEpLWZZFdEfW4,0.536,0.0403,7,-13.507,1,0.0462,0.89,0,0.127,0.521,175.734
0v1yN5C75um5Wx2WPtFl6k,0.568,0.213,2,-11.882,1,0.0379,0.955,0,0.113,0.302,72.932
3HOcPWc2LUUv5te756KfAH,0.664,0.301,0,-8.135,1,0.0296,0.739,0,0.103,0.268,115.877
3PeoDI6IOsJ4cQBNTZEvfx,0.437,0.24,3,-11.551,1,0.0349,0.91,0,0.11,0.364,149.02
2JcfyEmEWwdlgLKq44ALCU,0.547,0.224,4,-10.394,1,0.0285,0.883,0,0.122,0.512,103.631
7xyNrmHN6EdUzMsR9ppThs,0.55,0.0486,2,-19.179,1,0.0404,0.976,0,0.117,0.267,90.465
4UcgeBIpIrPE0pyPULsnLL,0.64,0.153,0,-17.211,1,0.0574,0.988,0.933,0.115,0.255,123.743
2XDLLEFWTuCRBZy21fRpcm,0.213,0.864,8,-5.71,1,0.401,0.0301,9.68e-05,0.0465,0.13,177.921
7uyGWnfd6fcrFHtWxcM2ke,0.49,0.461,6,-6.164,1,0.032,0.254,0,0.284,0.487,168.125
0b4a1iklB8w8gsE38nzyEx,0.374,0.432,11,-8.395,1,0.0334,0.691,0.00649,0.109,0.295,124.012
08NKLJpiQO9kGuq9oBCzDE,0.557,0.142,5,-14.1,1,0.0451,0.964,0.932,0.0937,0.218,129.931
33UykFNSJfuai1uGbyftAv,0.496,0.463,6,-5.755,1,0.0318,0.158,0,0.355,0.507,167.523
3zbcJ3J2mAUNCvkcWscTYW,0.232,0.832,3,-5.44,1,0.334,0.0274,1.26e-05,0.0442,0.187,177.415
0fa7GXAdm5eOAupYglXCgT,0.357,0.886,11,-3.878,1,0.112,0.000294,0,0.0708,0.64,189.554
5xE9i9oPUBBK69FbI4Aq2H,0.437,0.501,11,-5.904,1,0.0379,0.566,0,0.114,0.271,123.95
56pvqFKGXPjubh5eY6sOlv,0.536,0.403,9,-6.38,1,0.0335,0.362,0,0.292,0.246,141.551
3yMaDbsslPABLr3VJ2eevO,0.374,0.817,7,-6.91,1,0.209,0.19,0,0.0901,0.404,92.597
30o2KEcg82vJJRC8Q6hSLL,0.513,0.285,2,-10.35,0,0.0342,0.604,0,0.163,0.135,151.967
4utS1n004l05JHwKyLHneC,0.654,0.599,4,-6.585,1,0.0423,0.154,0,0.157,0.285,146.084
2XpV9sHBexcNrz0Gyf3l18,0.536,0.966,6,-2.93,0,0.0557,0.12,0,0.0477,0.85,152.078
4emq7zryJgDYXmLSE051Tr,0.636,0.193,2,-19.498,0,0.0496,0.983,0.874,0.115,0.0732,75.992
1vAxW4D0wwfLaf12bkqlvB,0.702,0.614,8,-4.93,1,0.028,0.103,0,0.231,0.507,104.022
1K5Nb0Bm5SDJ8rNI7ttMjf,0.511,0.62,5,-5.227,1,0.0307,0.367,0,0.217,0.416,145.87
37J6yKJ18QJdHR2RTRE55O,0.653,0.67,3,-4.018,1,0.0291,0.583,0,0.167,0.384,117.013
21z1GxeHjfD3qkaF5CgCTO,0.436,0.934,2,-2.685,1,0.0507,1.05e-05,0.136,0.321,0.383,91.488
4IouQaO9GkaHC7AtMErdSa,0.625,0.668,6,-4.315,1,0.0249,0.288,0,0.107,0.292,95.968
35KlorpQ6LQVVslvlcu1gN,0.532,0.661,11,-4.924,1,0.0268,0.366,0,0.354,0.446,86.983
5P8lyudWE7HQxb4ludLbEm,0.814,0.785,1,-5.679,0,0.0396,0.0524,0.00111,0.111,0.941,120.009
31wFi94buu7x6KeWFobOaW,0.522,0.597,4,-4.883,1,0.0295,0.345,0,0.103,0.387,80.952
0apsgQi5yIbTMhm1wuvnQf,0.192,0.913,5,-3.318,1,0.15,0.05,0,0.283,0.39,82.52
488BRQDxWjQvasYBSnlf53,0.518,0.397,9,-10.249,1,0.0386,0.721,3.27e-06,0.126,0.177,89.897
1gUAX2ImxDsB3YDcyxMXlB,0.541,0.846,6,-2.729,0,0.0551,0.0122,0.000149,0.163,0.524,129.138
0GtSbIUxOgrIcQSp10fuhx,0.472,0.675,7,-4.303,1,0.0287,0.034,0,0.0936,0.287,77.987
1oAzAS366ri5nMasp3ANLw,0.428,0.941,7,-3.324,1,0.18,0.081,0,0.351,0.545,185.056
4HEo19dGKUa2L6uE8Uvqg5,0.523,0.894,7,-1.529,0,0.0615,0.101,0,0.19,0.378,127.013
0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
0zLClc0emc6qUeV1p5nc99,0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058
40YcuQysJ0KlGQTeGUosTC,0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995
4Ee90q64O8Vabdv3lWlJRQ,0.674,0.634,7,-6.658,1,0.0479,0.0196,0,0.111,0.572,97.992
2g7hpfKglKTJxrQxKUuugU,0.353,0.821,5,-8.968,0,0.421,0.0458,0.000874,0.469,0.141,176.304
0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
5nHofSNYy1zxXRwjLhZG0U,0.755,0.569,1,-7.996,1,0.05,0.0123,0,0.103,0.435,75.068
3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
4lgcfuSLnp5rraHNOi0nbh,0.931,0.602,1,-7.33,1,0.193,0.0245,0,0.0896,0.211,103.002
6fTt0CH2t0mdeB2N9XFG5r,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848
4ak7xjvBeBOcJGWFDX9w5n,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081
3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911
2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03
6nO3tr47nr2P7f3hXb8JIo,0.642,0.782,5,-3.395,0,0.0477,0.381,0,0.108,0.396,162.005
5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541
285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903
2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008
1kBbgxAUc4HQv7cgIayIDH,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974
6MWtB6iiXyIwun0YzU6DFP,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947
7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096
6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
2CgOd0Lj5MuvOqzqdaAXtS,0.276,0.796,0,-4.499,1,0.0579,0.00293,0,0.184,0.26,199.526
6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049
7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038
3tm66xqlZjnqJEjt74U7Js,0.925,0.56,1,-10.281,1,0.24,0.137,0,0.138,0.544,124.972
3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06
51Fjme0JiitpyXKuyQiCDo,0.843,0.39,2,-7.899,1,0.0846,0.178,0,0.137,0.495,129.972
1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034
2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003
3s4mrPrEFFPF0LmAfutW0n,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991
2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
2AiZm17zqkV7llT3SHz4Nu,0.789,0.488,9,-5.662,0,0.297,0.32,0,0.0847,0.29,159.986
0ipXEp5M0G5Tr7xx9u1hSY,0.762,0.689,6,-5.328,0,0.0484,0.833,0,0.133,0.612,99.932
7GxSshyjKx46dlIV2UoVrc,0.82,0.276,6,-9.715,0,0.0418,0.85,0,0.124,0.332,97.39
0g1lSO4QxUCoxpVp0xvDmD,0.687,0.495,9,-10.036,1,0.345,0.754,0,0.251,0.51,77.407
1Axzkl935WrIsBwDqk90yQ,0.753,0.593,2,-9.869,1,0.176,0.603,7.66e-05,0.129,0.105,127.11
1ayp8veQBb6NRZepn7ENm6,0.612,0.212,0,-9.857,1,0.0336,0.958,0.00181,0.131,0.223,126.224
6v4VmNw4DFlbhuBQ1qFprN,0.673,0.824,0,-5.764,0,0.0624,0.303,2.39e-05,0.642,0.314,148.915
7GLjPxORWM6FWpMhdvtJrx,0.788,0.922,6,-2.669,0,0.0513,0.468,0.000179,0.285,0.617,131.996
3TXSdTpaqKBpWyUG3aJ3LK,0.692,0.659,5,-7.672,1,0.161,0.71,0.000346,0.109,0.523,159.939
3b34161QoxLwsqhWSPy9i5,0.676,0.4,7,-10.771,0,0.0405,0.855,2.71e-06,0.124,0.347,90.028
7KiVghFxUSJjrSQXlb9tdh,0.542,0.304,9,-7.675,0,0.027,0.916,0.00321,0.0999,0.305,105.011
3zzyygDizZyE08d1yT9sXd,0.787,0.65,5,-6.772,0,0.0659,0.233,8.49e-05,0.1,0.416,120.018
5QZxwgUSEvcGgj8z8MfkUN,0.467,0.0889,1,-13.165,1,0.0393,0.952,9.92e-05,0.116,0.159,134.906
4a5wfF0SGh3XnDSvihVw79,0.773,0.767,9,-3.065,0,0.15,0.435,0.000105,0.0951,0.536,172.08
6PLNoijWdc3dWqc1KKjv73,0.524,0.663,11,-5.473,1,0.0732,0.69,8.71e-05,0.0824,0.567,93.381
3EuOQ0v6LxsNFSf3BF5wrw,0.822,0.684,0,-5.873,1,0.239,0.643,0,0.104,0.376,94.016
0zVEBZoLToUJygyfKg9GDS,0.473,0.295,0,-12.243,1,0.0313,0.859,2.39e-06,0.365,0.22,134.175
6ksvjB1LSB7splNtvA49xX,0.689,0.673,1,-6.509,1,0.0319,0.0394,0.00552,0.288,0.354,120.064
6ZB76HLpRe1UcbxEBw4w5M,0.763,0.545,11,-10.15,0,0.0355,0.588,0,0.142,0.568,96.016
72JmsjVP3HeNfi4dzJDZWa,0.539,0.0678,2,-15.341,1,0.0392,0.956,0.00011,0.101,0.152,134.418
4otPckwHKKGxSsIi97TCAD,0.673,0.806,6,-5.25,1,0.0286,0.0375,0,0.312,0.342,119.974
3GA7UJ9QgmqDmeSg4yRQhv,0.697,0.463,5,-7.392,0,0.036,0.543,0,0.416,0.361,109.986
6OSWTtSplw9SWv33aDmKWB,0.417,0.356,9,-8.747,1,0.0351,0.752,0,0.194,0.341,158.112
5Sh5CK6GReVbZJqUOnvg0f,0.779,0.881,10,-3.793,1,0.28,0.71,0,0.0815,0.728,77.503
52oyR8Wjhdzg7zucr8keYl,0.462,0.505,3,-6.129,1,0.0324,0.86,0.000351,0.2,0.333,132.61
30FYaYQBKVROiFUpuSdDEM,0.631,0.666,10,-4.977,1,0.122,0.704,0,0.109,0.454,162.024
1OvwmUN6NBbwn1msFw1biQ,0.596,0.4,11,-11.616,1,0.0292,0.538,0.000606,0.0846,0.401,179.953
6eFx3CzYrtPKGsV52BR3VQ,0.487,0.308,3,-7.968,1,0.0288,0.833,3.03e-06,0.176,0.628,160.04
6XrAKr1BYRtldlXF5frIBP,0.703,0.184,10,-16.16,1,0.0357,0.931,0.00013,0.106,0.508,120.019
1dZV513THyfDUONv351KVI,0.621,0.654,11,-8.726,1,0.0333,0.00342,3.68e-05,0.0707,0.184,123.984
2FAOdl0hE1rDL3odBxQxZ7,0.791,0.949,2,-2.559,0,0.135,0.365,7.44e-06,0.18,0.688,159.993
5kRTXjVcdAHNCCbiUtJZTR,0.727,0.103,1,-19.311,1,0.0507,0.922,0,0.0812,0.589,115.937
55x4tHy0m1xgCNn8Svfshj,0.722,0.31,4,-15.08,0,0.0894,0.787,0.0123,0.126,0.102,128.092
31zak6bhp3N2eU8tmLVo9W,0.839,0.669,8,-6.206,1,0.213,0.329,0,0.0938,0.659,125.016
01GttEhbqMrVWdq26icFku,0.826,0.468,5,-13.356,1,0.0554,0.702,0.00537,0.0933,0.263,115.054
22F7P7QnaVspdf5rKveBaS,0.634,0.476,4,-7.714,0,0.0393,0.84,0.000137,0.079,0.425,184.061
2Emlw3C8Rqn9lAen25OItw,0.761,0.811,5,-4.305,0,0.182,0.781,0,0.0986,0.435,86.993
5RutrRsc0LPcZn2hAN11Ry,0.525,0.876,8,-3.026,0,0.271,0.378,0,0.112,0.852,172.16
3wGx3gYPjECKZazGNuPEX2,0.69,0.615,3,-4.532,1,0.0327,0.409,1.25e-06,0.248,0.371,96.002
6FRLCMO5TUHTexlWo8ym1W,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959
1HYzRuWjmS9LXCkdVHi25K,0.558,0.526,0,-4.686,0,0.033,0.431,0,0.126,0.202,124.709
5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043
1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863
1ZLrDPgR7mvuTco3rQK8Pk,0.737,0.747,10,-4.818,1,0.0323,0.269,0,0.219,0.447,105.943
6f3Kn4QtwZPU2IvwwDSbLF,0.657,0.828,5,-5.544,1,0.0728,0.00847,0,0.326,0.566,115.954
0uUNN1nSoUx1A4fkDCWDQ7,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089
7hTMgYCxLBTmFlEFC91VZQ,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002
4AMY0oGSt7vZwgxDnHCJBr,0.636,0.63,0,-6.396,1,0.0346,0.0796,0,0.13,0.454,104.845
1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014
7j56HrjR9cGzvekvZY3Faz,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956
0mtmrbRFsectINNpHdDkUQ,0.699,0.761,10,-4.337,1,0.0457,0.0466,0,0.107,0.443,120.044
1i1fxkWeaMmKEB4T7zqbzK,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803
3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027
2lYTJK94hb0fd1LQtb6Dhk,0.659,0.738,4,-5.072,0,0.0477,0.118,0,0.115,0.481,127.95
2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133
3b5Li4QKDVBx1x7fQuu54a,0.69,0.876,2,-4.159,1,0.059,0.0428,0,0.147,0.493,123.994
6u7jPi22kF8CTQ3rb9DHE7,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041
2F83FxNVkK6PPMHuYnwyVc,0.743,0.529,7,-6.187,0,0.0505,0.128,0,0.181,0.438,102.048
0o9bHFc8Lt5tZFvTjNZTNf,0.651,0.617,8,-6.077,1,0.0309,0.179,0,0.113,0.591,121.977
3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956
78nplE9X2ZGvQh3TKgvldE,0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.465,0.571,125.944
3TXSdTpaqKBpWyUG3aJ3LK,0.692,0.659,5,-7.672,1,0.161,0.71,0.000346,0.109,0.523,159.939
2cKovq3l6OJjhVVDbVKOsr,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99
1Fo4OvzP9PThFKMeMIAEYu,0.681,0.34,7,-8.617,1,0.0339,0.82,0,0.285,0.417,129.98
6h2Jlka19Es2x5W2WyE19l,0.781,0.733,1,-6.143,0,0.0412,0.0176,0.000458,0.143,0.319,111.993
2SeDMCh42CfY97ZUV3jH27,0.319,0.408,10,-7.092,1,0.0307,0.733,0,0.0918,0.38,131.605
3ENjlO1UbsfWGfcgxzxcwX,0.321,0.273,10,-7.748,1,0.0311,0.769,0,0.103,0.347,88.238
4ylWMuGbMXNDgDd8lErEle,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92
